# gemmi 0.7.5: number	hm	xhm	short	hall	operators
196	F 2 3	F 2 3	F23	F 2 2 3	x,y,z;-x,-y,z;x,-y,-z;-x,y,-z;z,x,y;z,-x,-y;-z,x,-y;-z,-x,y;y,z,x;-y,z,-x;-y,-z,x;y,-z,-x;x,y+1/2,z+1/2;-x,-y+1/2,z+1/2;x,-y+1/2,-z+1/2;-x,y+1/2,-z+1/2;z,x+1/2,y+1/2;z,-x+1/2,-y+1/2;-z,x+1/2,-y+1/2;-z,-x+1/2,y+1/2;y,z+1/2,x+1/2;-y,z+1/2,-x+1/2;-y,-z+1/2,x+1/2;y,-z+1/2,-x+1/2;x+1/2,y,z+1/2;-x+1/2,-y,z+1/2;x+1/2,-y,-z+1/2;-x+1/2,y,-z+1/2;z+1/2,x,y+1/2;z+1/2,-x,-y+1/2;-z+1/2,x,-y+1/2;-z+1/2,-x,y+1/2;y+1/2,z,x+1/2;-y+1/2,z,-x+1/2;-y+1/2,-z,x+1/2;y+1/2,-z,-x+1/2;x+1/2,y+1/2,z;-x+1/2,-y+1/2,z;x+1/2,-y+1/2,-z;-x+1/2,y+1/2,-z;z+1/2,x+1/2,y;z+1/2,-x+1/2,-y;-z+1/2,x+1/2,-y;-z+1/2,-x+1/2,y;y+1/2,z+1/2,x;-y+1/2,z+1/2,-x;-y+1/2,-z+1/2,x;y+1/2,-z+1/2,-x
197	I 2 3	I 2 3	I23	I 2 2 3	x,y,z;-x,-y,z;x,-y,-z;-x,y,-z;z,x,y;z,-x,-y;-z,x,-y;-z,-x,y;y,z,x;-y,z,-x;-y,-z,x;y,-z,-x;x+1/2,y+1/2,z+1/2;-x+1/2,-y+1/2,z+1/2;x+1/2,-y+1/2,-z+1/2;-x+1/2,y+1/2,-z+1/2;z+1/2,x+1/2,y+1/2;z+1/2,-x+1/2,-y+1/2;-z+1/2,x+1/2,-y+1/2;-z+1/2,-x+1/2,y+1/2;y+1/2,z+1/2,x+1/2;-y+1/2,z+1/2,-x+1/2;-y+1/2,-z+1/2,x+1/2;y+1/2,-z+1/2,-x+1/2
198	P 21 3	P 21 3	P213	P 2ac 2ab 3	x,y,z;-x+1/2,-y,z+1/2;x+1/2,-y+1/2,-z;-x,y+1/2,-z+1/2;z,x,y;z+1/2,-x+1/2,-y;-z,x+1/2,-y+1/2;-z+1/2,-x,y+1/2;y,z,x;-y,z+1/2,-x+1/2;-y+1/2,-z,x+1/2;y+1/2,-z+1/2,-x
199	I 21 3	I 21 3	I213	I 2b 2c 3	x,y,z;-x,-y+1/2,z;x,-y,-z+1/2;-x,y+1/2,-z+1/2;z,x,y;z,-x,-y+1/2;-z+1/2,x,-y;-z+1/2,-x,y+1/2;y,z,x;-y+1/2,z,-x;-y,-z+1/2,x;y+1/2,-z+1/2,-x;x+1/2,y+1/2,z+1/2;-x+1/2,-y,z+1/2;x+1/2,-y+1/2,-z;-x+1/2,y,-z;z+1/2,x+1/2,y+1/2;z+1/2,-x+1/2,-y;-z,x+1/2,-y+1/2;-z,-x+1/2,y;y+1/2,z+1/2,x+1/2;-y,z+1/2,-x+1/2;-y+1/2,-z,x+1/2;y,-z,-x+1/2
200	P m -3	P m -3	Pm-3	-P 2 2 3	x,y,z;-x,-y,z;x,-y,-z;-x,y,-z;z,x,y;z,-x,-y;-z,x,-y;-z,-x,y;y,z,x;-y,z,-x;-y,-z,x;y,-z,-x;-x,-y,-z;x,y,-z;-x,y,z;x,-y,z;-z,-x,-y;-z,x,y;z,-x,y;z,x,-y;-y,-z,-x;y,-z,x;y,z,-x;-y,z,x
201	P n -3	P n -3:1	Pn-3	P 2 2 3 -1n	x,y,z;-x,-y,z;x,-y,-z;-x,y,-z;z,x,y;z,-x,-y;-z,x,-y;-z,-x,y;y,z,x;-y,z,-x;-y,-z,x;y,-z,-x;-x+1/2,-y+1/2,-z+1/2;x+1/2,y+1/2,-z+1/2;-x+1/2,y+1/2,z+1/2;x+1/2,-y+1/2,z+1/2;-z+1/2,-x+1/2,-y+1/2;-z+1/2,x+1/2,y+1/2;z+1/2,-x+1/2,y+1/2;z+1/2,x+1/2,-y+1/2;-y+1/2,-z+1/2,-x+1/2;y+1/2,-z+1/2,x+1/2;y+1/2,z+1/2,-x+1/2;-y+1/2,z+1/2,x+1/2
201	P n -3	P n -3:2	Pn-3	-P 2ab 2bc 3	x,y,z;-x+1/2,-y+1/2,z;x,-y+1/2,-z+1/2;-x+1/2,y,-z+1/2;z,x,y;z,-x+1/2,-y+1/2;-z+1/2,x,-y+1/2;-z+1/2,-x+1/2,y;y,z,x;-y+1/2,z,-x+1/2;-y+1/2,-z+1/2,x;y,-z+1/2,-x+1/2;-x,-y,-z;x+1/2,y+1/2,-z;-x,y+1/2,z+1/2;x+1/2,-y,z+1/2;-z,-x,-y;-z,x+1/2,y+1/2;z+1/2,-x,y+1/2;z+1/2,x+1/2,-y;-y,-z,-x;y+1/2,-z,x+1/2;y+1/2,z+1/2,-x;-y,z+1/2,x+1/2
202	F m -3	F m -3	Fm-3	-F 2 2 3	x,y,z;-x,-y,z;x,-y,-z;-x,y,-z;z,x,y;z,-x,-y;-z,x,-y;-z,-x,y;y,z,x;-y,z,-x;-y,-z,x;y,-z,-x;-x,-y,-z;x,y,-z;-x,y,z;x,-y,z;-z,-x,-y;-z,x,y;z,-x,y;z,x,-y;-y,-z,-x;y,-z,x;y,z,-x;-y,z,x;x,y+1/2,z+1/2;-x,-y+1/2,z+1/2;x,-y+1/2,-z+1/2;-x,y+1/2,-z+1/2;z,x+1/2,y+1/2;z,-x+1/2,-y+1/2;-z,x+1/2,-y+1/2;-z,-x+1/2,y+1/2;y,z+1/2,x+1/2;-y,z+1/2,-x+1/2;-y,-z+1/2,x+1/2;y,-z+1/2,-x+1/2;-x,-y+1/2,-z+1/2;x,y+1/2,-z+1/2;-x,y+1/2,z+1/2;x,-y+1/2,z+1/2;-z,-x+1/2,-y+1/2;-z,x+1/2,y+1/2;z,-x+1/2,y+1/2;z,x+1/2,-y+1/2;-y,-z+1/2,-x+1/2;y,-z+1/2,x+1/2;y,z+1/2,-x+1/2;-y,z+1/2,x+1/2;x+1/2,y,z+1/2;-x+1/2,-y,z+1/2;x+1/2,-y,-z+1/2;-x+1/2,y,-z+1/2;z+1/2,x,y+1/2;z+1/2,-x,-y+1/2;-z+1/2,x,-y+1/2;-z+1/2,-x,y+1/2;y+1/2,z,x+1/2;-y+1/2,z,-x+1/2;-y+1/2,-z,x+1/2;y+1/2,-z,-x+1/2;-x+1/2,-y,-z+1/2;x+1/2,y,-z+1/2;-x+1/2,y,z+1/2;x+1/2,-y,z+1/2;-z+1/2,-x,-y+1/2;-z+1/2,x,y+1/2;z+1/2,-x,y+1/2;z+1/2,x,-y+1/2;-y+1/2,-z,-x+1/2;y+1/2,-z,x+1/2;y+1/2,z,-x+1/2;-y+1/2,z,x+1/2;x+1/2,y+1/2,z;-x+1/2,-y+1/2,z;x+1/2,-y+1/2,-z;-x+1/2,y+1/2,-z;z+1/2,x+1/2,y;z+1/2,-x+1/2,-y;-z+1/2,x+1/2,-y;-z+1/2,-x+1/2,y;y+1/2,z+1/2,x;-y+1/2,z+1/2,-x;-y+1/2,-z+1/2,x;y+1/2,-z+1/2,-x;-x+1/2,-y+1/2,-z;x+1/2,y+1/2,-z;-x+1/2,y+1/2,z;x+1/2,-y+1/2,z;-z+1/2,-x+1/2,-y;-z+1/2,x+1/2,y;z+1/2,-x+1/2,y;z+1/2,x+1/2,-y;-y+1/2,-z+1/2,-x;y+1/2,-z+1/2,x;y+1/2,z+1/2,-x;-y+1/2,z+1/2,x
203	F d -3	F d -3:1	Fd-3	F 2 2 3 -1d	x,y,z;-x,-y,z;x,-y,-z;-x,y,-z;z,x,y;z,-x,-y;-z,x,-y;-z,-x,y;y,z,x;-y,z,-x;-y,-z,x;y,-z,-x;-x+1/4,-y+1/4,-z+1/4;x+1/4,y+1/4,-z+1/4;-x+1/4,y+1/4,z+1/4;x+1/4,-y+1/4,z+1/4;-z+1/4,-x+1/4,-y+1/4;-z+1/4,x+1/4,y+1/4;z+1/4,-x+1/4,y+1/4;z+1/4,x+1/4,-y+1/4;-y+1/4,-z+1/4,-x+1/4;y+1/4,-z+1/4,x+1/4;y+1/4,z+1/4,-x+1/4;-y+1/4,z+1/4,x+1/4;x,y+1/2,z+1/2;-x,-y+1/2,z+1/2;x,-y+1/2,-z+1/2;-x,y+1/2,-z+1/2;z,x+1/2,y+1/2;z,-x+1/2,-y+1/2;-z,x+1/2,-y+1/2;-z,-x+1/2,y+1/2;y,z+1/2,x+1/2;-y,z+1/2,-x+1/2;-y,-z+1/2,x+1/2;y,-z+1/2,-x+1/2;-x+1/4,-y+3/4,-z+3/4;x+1/4,y+3/4,-z+3/4;-x+1/4,y+3/4,z+3/4;x+1/4,-y+3/4,z+3/4;-z+1/4,-x+3/4,-y+3/4;-z+1/4,x+3/4,y+3/4;z+1/4,-x+3/4,y+3/4;z+1/4,x+3/4,-y+3/4;-y+1/4,-z+3/4,-x+3/4;y+1/4,-z+3/4,x+3/4;y+1/4,z+3/4,-x+3/4;-y+1/4,z+3/4,x+3/4;x+1/2,y,z+1/2;-x+1/2,-y,z+1/2;x+1/2,-y,-z+1/2;-x+1/2,y,-z+1/2;z+1/2,x,y+1/2;z+1/2,-x,-y+1/2;-z+1/2,x,-y+1/2;-z+1/2,-x,y+1/2;y+1/2,z,x+1/2;-y+1/2,z,-x+1/2;-y+1/2,-z,x+1/2;y+1/2,-z,-x+1/2;-x+3/4,-y+1/4,-z+3/4;x+3/4,y+1/4,-z+3/4;-x+3/4,y+1/4,z+3/4;x+3/4,-y+1/4,z+3/4;-z+3/4,-x+1/4,-y+3/4;-z+3/4,x+1/4,y+3/4;z+3/4,-x+1/4,y+3/4;z+3/4,x+1/4,-y+3/4;-y+3/4,-z+1/4,-x+3/4;y+3/4,-z+1/4,x+3/4;y+3/4,z+1/4,-x+3/4;-y+3/4,z+1/4,x+3/4;x+1/2,y+1/2,z;-x+1/2,-y+1/2,z;x+1/2,-y+1/2,-z;-x+1/2,y+1/2,-z;z+1/2,x+1/2,y;z+1/2,-x+1/2,-y;-z+1/2,x+1/2,-y;-z+1/2,-x+1/2,y;y+1/2,z+1/2,x;-y+1/2,z+1/2,-x;-y+1/2,-z+1/2,x;y+1/2,-z+1/2,-x;-x+3/4,-y+3/4,-z+1/4;x+3/4,y+3/4,-z+1/4;-x+3/4,y+3/4,z+1/4;x+3/4,-y+3/4,z+1/4;-z+3/4,-x+3/4,-y+1/4;-z+3/4,x+3/4,y+1/4;z+3/4,-x+3/4,y+1/4;z+3/4,x+3/4,-y+1/4;-y+3/4,-z+3/4,-x+1/4;y+3/4,-z+3/4,x+1/4;y+3/4,z+3/4,-x+1/4;-y+3/4,z+3/4,x+1/4
203	F d -3	F d -3:2	Fd-3	-F 2uv 2vw 3	x,y,z;-x+1/4,-y+1/4,z;x,-y+1/4,-z+1/4;-x+1/4,y,-z+1/4;z,x,y;z,-x+1/4,-y+1/4;-z+1/4,x,-y+1/4;-z+1/4,-x+1/4,y;y,z,x;-y+1/4,z,-x+1/4;-y+1/4,-z+1/4,x;y,-z+1/4,-x+1/4;-x,-y,-z;x+3/4,y+3/4,-z;-x,y+3/4,z+3/4;x+3/4,-y,z+3/4;-z,-x,-y;-z,x+3/4,y+3/4;z+3/4,-x,y+3/4;z+3/4,x+3/4,-y;-y,-z,-x;y+3/4,-z,x+3/4;y+3/4,z+3/4,-x;-y,z+3/4,x+3/4;x,y+1/2,z+1/2;-x+1/4,-y+3/4,z+1/2;x,-y+3/4,-z+3/4;-x+1/4,y+1/2,-z+3/4;z,x+1/2,y+1/2;z,-x+3/4,-y+3/4;-z+1/4,x+1/2,-y+3/4;-z+1/4,-x+3/4,y+1/2;y,z+1/2,x+1/2;-y+1/4,z+1/2,-x+3/4;-y+1/4,-z+3/4,x+1/2;y,-z+3/4,-x+3/4;-x,-y+1/2,-z+1/2;x+3/4,y+1/4,-z+1/2;-x,y+1/4,z+1/4;x+3/4,-y+1/2,z+1/4;-z,-x+1/2,-y+1/2;-z,x+1/4,y+1/4;z+3/4,-x+1/2,y+1/4;z+3/4,x+1/4,-y+1/2;-y,-z+1/2,-x+1/2;y+3/4,-z+1/2,x+1/4;y+3/4,z+1/4,-x+1/2;-y,z+1/4,x+1/4;x+1/2,y,z+1/2;-x+3/4,-y+1/4,z+1/2;x+1/2,-y+1/4,-z+3/4;-x+3/4,y,-z+3/4;z+1/2,x,y+1/2;z+1/2,-x+1/4,-y+3/4;-z+3/4,x,-y+3/4;-z+3/4,-x+1/4,y+1/2;y+1/2,z,x+1/2;-y+3/4,z,-x+3/4;-y+3/4,-z+1/4,x+1/2;y+1/2,-z+1/4,-x+3/4;-x+1/2,-y,-z+1/2;x+1/4,y+3/4,-z+1/2;-x+1/2,y+3/4,z+1/4;x+1/4,-y,z+1/4;-z+1/2,-x,-y+1/2;-z+1/2,x+3/4,y+1/4;z+1/4,-x,y+1/4;z+1/4,x+3/4,-y+1/2;-y+1/2,-z,-x+1/2;y+1/4,-z,x+1/4;y+1/4,z+3/4,-x+1/2;-y+1/2,z+3/4,x+1/4;x+1/2,y+1/2,z;-x+3/4,-y+3/4,z;x+1/2,-y+3/4,-z+1/4;-x+3/4,y+1/2,-z+1/4;z+1/2,x+1/2,y;z+1/2,-x+3/4,-y+1/4;-z+3/4,x+1/2,-y+1/4;-z+3/4,-x+3/4,y;y+1/2,z+1/2,x;-y+3/4,z+1/2,-x+1/4;-y+3/4,-z+3/4,x;y+1/2,-z+3/4,-x+1/4;-x+1/2,-y+1/2,-z;x+1/4,y+1/4,-z;-x+1/2,y+1/4,z+3/4;x+1/4,-y+1/2,z+3/4;-z+1/2,-x+1/2,-y;-z+1/2,x+1/4,y+3/4;z+1/4,-x+1/2,y+3/4;z+1/4,x+1/4,-y;-y+1/2,-z+1/2,-x;y+1/4,-z+1/2,x+3/4;y+1/4,z+1/4,-x;-y+1/2,z+1/4,x+3/4
204	I m -3	I m -3	Im-3	-I 2 2 3	x,y,z;-x,-y,z;x,-y,-z;-x,y,-z;z,x,y;z,-x,-y;-z,x,-y;-z,-x,y;y,z,x;-y,z,-x;-y,-z,x;y,-z,-x;-x,-y,-z;x,y,-z;-x,y,z;x,-y,z;-z,-x,-y;-z,x,y;z,-x,y;z,x,-y;-y,-z,-x;y,-z,x;y,z,-x;-y,z,x;x+1/2,y+1/2,z+1/2;-x+1/2,-y+1/2,z+1/2;x+1/2,-y+1/2,-z+1/2;-x+1/2,y+1/2,-z+1/2;z+1/2,x+1/2,y+1/2;z+1/2,-x+1/2,-y+1/2;-z+1/2,x+1/2,-y+1/2;-z+1/2,-x+1/2,y+1/2;y+1/2,z+1/2,x+1/2;-y+1/2,z+1/2,-x+1/2;-y+1/2,-z+1/2,x+1/2;y+1/2,-z+1/2,-x+1/2;-x+1/2,-y+1/2,-z+1/2;x+1/2,y+1/2,-z+1/2;-x+1/2,y+1/2,z+1/2;x+1/2,-y+1/2,z+1/2;-z+1/2,-x+1/2,-y+1/2;-z+1/2,x+1/2,y+1/2;z+1/2,-x+1/2,y+1/2;z+1/2,x+1/2,-y+1/2;-y+1/2,-z+1/2,-x+1/2;y+1/2,-z+1/2,x+1/2;y+1/2,z+1/2,-x+1/2;-y+1/2,z+1/2,x+1/2
205	P a -3	P a -3	Pa-3	-P 2ac 2ab 3	x,y,z;-x+1/2,-y,z+1/2;x+1/2,-y+1/2,-z;-x,y+1/2,-z+1/2;z,x,y;z+1/2,-x+1/2,-y;-z,x+1/2,-y+1/2;-z+1/2,-x,y+1/2;y,z,x;-y,z+1/2,-x+1/2;-y+1/2,-z,x+1/2;y+1/2,-z+1/2,-x;-x,-y,-z;x+1/2,y,-z+1/2;-x+1/2,y+1/2,z;x,-y+1/2,z+1/2;-z,-x,-y;-z+1/2,x+1/2,y;z,-x+1/2,y+1/2;z+1/2,x,-y+1/2;-y,-z,-x;y,-z+1/2,x+1/2;y+1/2,z,-x+1/2;-y+1/2,z+1/2,x
206	I a -3	I a -3	Ia-3	-I 2b 2c 3	x,y,z;-x,-y+1/2,z;x,-y,-z+1/2;-x,y+1/2,-z+1/2;z,x,y;z,-x,-y+1/2;-z+1/2,x,-y;-z+1/2,-x,y+1/2;y,z,x;-y+1/2,z,-x;-y,-z+1/2,x;y+1/2,-z+1/2,-x;-x,-y,-z;x,y+1/2,-z;-x,y,z+1/2;x,-y+1/2,z+1/2;-z,-x,-y;-z,x,y+1/2;z+1/2,-x,y;z+1/2,x,-y+1/2;-y,-z,-x;y+1/2,-z,x;y,z+1/2,-x;-y+1/2,z+1/2,x;x+1/2,y+1/2,z+1/2;-x+1/2,-y,z+1/2;x+1/2,-y+1/2,-z;-x+1/2,y,-z;z+1/2,x+1/2,y+1/2;z+1/2,-x+1/2,-y;-z,x+1/2,-y+1/2;-z,-x+1/2,y;y+1/2,z+1/2,x+1/2;-y,z+1/2,-x+1/2;-y+1/2,-z,x+1/2;y,-z,-x+1/2;-x+1/2,-y+1/2,-z+1/2;x+1/2,y,-z+1/2;-x+1/2,y+1/2,z;x+1/2,-y,z;-z+1/2,-x+1/2,-y+1/2;-z+1/2,x+1/2,y;z,-x+1/2,y+1/2;z,x+1/2,-y;-y+1/2,-z+1/2,-x+1/2;y,-z+1/2,x+1/2;y+1/2,z,-x+1/2;-y,z,x+1/2
207	P 4 3 2	P 4 3 2	P432	P 4 2 3	x,y,z;-y,x,z;-x,-y,z;y,-x,z;x,-y,-z;-y,-x,-z;-x,y,-z;y,x,-z;z,x,y;z,-y,x;z,-x,-y;z,y,-x;-z,x,-y;-z,-y,-x;-z,-x,y;-z,y,x;-x,z,y;y,z,x;x,z,-y;-y,z,-x;-x,-z,-y;y,-z,-x;x,-z,y;-y,-z,x
208	P 42 3 2	P 42 3 2	P4232	P 4n 2 3	x,y,z;-y+1/2,x+1/2,z+1/2;-x,-y,z;y+1/2,-x+1/2,z+1/2;x,-y,-z;-y+1/2,-x+1/2,-z+1/2;-x,y,-z;y+1/2,x+1/2,-z+1/2;z,x,y;z+1/2,-y+1/2,x+1/2;z,-x,-y;z+1/2,y+1/2,-x+1/2;-z,x,-y;-z+1/2,-y+1/2,-x+1/2;-z,-x,y;-z+1/2,y+1/2,x+1/2;-x+1/2,z+1/2,y+1/2;y,z,x;x+1/2,z+1/2,-y+1/2;-y,z,-x;-x+1/2,-z+1/2,-y+1/2;y,-z,-x;x+1/2,-z+1/2,y+1/2;-y,-z,x
209	F 4 3 2	F 4 3 2	F432	F 4 2 3	x,y,z;-y,x,z;-x,-y,z;y,-x,z;x,-y,-z;-y,-x,-z;-x,y,-z;y,x,-z;z,x,y;z,-y,x;z,-x,-y;z,y,-x;-z,x,-y;-z,-y,-x;-z,-x,y;-z,y,x;-x,z,y;y,z,x;x,z,-y;-y,z,-x;-x,-z,-y;y,-z,-x;x,-z,y;-y,-z,x;x,y+1/2,z+1/2;-y,x+1/2,z+1/2;-x,-y+1/2,z+1/2;y,-x+1/2,z+1/2;x,-y+1/2,-z+1/2;-y,-x+1/2,-z+1/2;-x,y+1/2,-z+1/2;y,x+1/2,-z+1/2;z,x+1/2,y+1/2;z,-y+1/2,x+1/2;z,-x+1/2,-y+1/2;z,y+1/2,-x+1/2;-z,x+1/2,-y+1/2;-z,-y+1/2,-x+1/2;-z,-x+1/2,y+1/2;-z,y+1/2,x+1/2;-x,z+1/2,y+1/2;y,z+1/2,x+1/2;x,z+1/2,-y+1/2;-y,z+1/2,-x+1/2;-x,-z+1/2,-y+1/2;y,-z+1/2,-x+1/2;x,-z+1/2,y+1/2;-y,-z+1/2,x+1/2;x+1/2,y,z+1/2;-y+1/2,x,z+1/2;-x+1/2,-y,z+1/2;y+1/2,-x,z+1/2;x+1/2,-y,-z+1/2;-y+1/2,-x,-z+1/2;-x+1/2,y,-z+1/2;y+1/2,x,-z+1/2;z+1/2,x,y+1/2;z+1/2,-y,x+1/2;z+1/2,-x,-y+1/2;z+1/2,y,-x+1/2;-z+1/2,x,-y+1/2;-z+1/2,-y,-x+1/2;-z+1/2,-x,y+1/2;-z+1/2,y,x+1/2;-x+1/2,z,y+1/2;y+1/2,z,x+1/2;x+1/2,z,-y+1/2;-y+1/2,z,-x+1/2;-x+1/2,-z,-y+1/2;y+1/2,-z,-x+1/2;x+1/2,-z,y+1/2;-y+1/2,-z,x+1/2;x+1/2,y+1/2,z;-y+1/2,x+1/2,z;-x+1/2,-y+1/2,z;y+1/2,-x+1/2,z;x+1/2,-y+1/2,-z;-y+1/2,-x+1/2,-z;-x+1/2,y+1/2,-z;y+1/2,x+1/2,-z;z+1/2,x+1/2,y;z+1/2,-y+1/2,x;z+1/2,-x+1/2,-y;z+1/2,y+1/2,-x;-z+1/2,x+1/2,-y;-z+1/2,-y+1/2,-x;-z+1/2,-x+1/2,y;-z+1/2,y+1/2,x;-x+1/2,z+1/2,y;y+1/2,z+1/2,x;x+1/2,z+1/2,-y;-y+1/2,z+1/2,-x;-x+1/2,-z+1/2,-y;y+1/2,-z+1/2,-x;x+1/2,-z+1/2,y;-y+1/2,-z+1/2,x
210	F 41 3 2	F 41 3 2	F4132	F 4d 2 3	x,y,z;-y+1/4,x+1/4,z+1/4;-x,-y+1/2,z+1/2;y+3/4,-x+1/4,z+3/4;x,-y,-z;-y+1/4,-x+3/4,-z+3/4;-x,y+1/2,-z+1/2;y+3/4,x+3/4,-z+1/4;z,x,y;z+1/4,-y+1/4,x+1/4;z+1/2,-x,-y+1/2;z+3/4,y+3/4,-x+1/4;-z,x,-y;-z+3/4,-y+1/4,-x+3/4;-z+1/2,-x,y+1/2;-z+1/4,y+3/4,x+3/4;-x+1/4,z+1/4,y+1/4;y,z+1/2,x+1/2;x+1/4,z+3/4,-y+3/4;-y+1/2,z,-x+1/2;-x+1/4,-z+1/4,-y+1/4;y,-z,-x;x+1/4,-z+3/4,y+3/4;-y+1/2,-z+1/2,x;x,y+1/2,z+1/2;-y+1/4,x+3/4,z+3/4;-x,-y,z;y+3/4,-x+3/4,z+1/4;x,-y+1/2,-z+1/2;-y+1/4,-x+1/4,-z+1/4;-x,y,-z;y+3/4,x+1/4,-z+3/4;z,x+1/2,y+1/2;z+1/4,-y+3/4,x+3/4;z+1/2,-x+1/2,-y;z+3/4,y+1/4,-x+3/4;-z,x+1/2,-y+1/2;-z+3/4,-y+3/4,-x+1/4;-z+1/2,-x+1/2,y;-z+1/4,y+1/4,x+1/4;-x+1/4,z+3/4,y+3/4;y,z,x;x+1/4,z+1/4,-y+1/4;-y+1/2,z+1/2,-x;-x+1/4,-z+3/4,-y+3/4;y,-z+1/2,-x+1/2;x+1/4,-z+1/4,y+1/4;-y+1/2,-z,x+1/2;x+1/2,y,z+1/2;-y+3/4,x+1/4,z+3/4;-x+1/2,-y+1/2,z;y+1/4,-x+1/4,z+1/4;x+1/2,-y,-z+1/2;-y+3/4,-x+3/4,-z+1/4;-x+1/2,y+1/2,-z;y+1/4,x+3/4,-z+3/4;z+1/2,x,y+1/2;z+3/4,-y+1/4,x+3/4;z,-x,-y;z+1/4,y+3/4,-x+3/4;-z+1/2,x,-y+1/2;-z+1/4,-y+1/4,-x+1/4;-z,-x,y;-z+3/4,y+3/4,x+1/4;-x+3/4,z+1/4,y+3/4;y+1/2,z+1/2,x;x+3/4,z+3/4,-y+1/4;-y,z,-x;-x+3/4,-z+1/4,-y+3/4;y+1/2,-z,-x+1/2;x+3/4,-z+3/4,y+1/4;-y,-z+1/2,x+1/2;x+1/2,y+1/2,z;-y+3/4,x+3/4,z+1/4;-x+1/2,-y,z+1/2;y+1/4,-x+3/4,z+3/4;x+1/2,-y+1/2,-z;-y+3/4,-x+1/4,-z+3/4;-x+1/2,y,-z+1/2;y+1/4,x+1/4,-z+1/4;z+1/2,x+1/2,y;z+3/4,-y+3/4,x+1/4;z,-x+1/2,-y+1/2;z+1/4,y+1/4,-x+1/4;-z+1/2,x+1/2,-y;-z+1/4,-y+3/4,-x+3/4;-z,-x+1/2,y+1/2;-z+3/4,y+1/4,x+3/4;-x+3/4,z+3/4,y+1/4;y+1/2,z,x+1/2;x+3/4,z+1/4,-y+3/4;-y,z+1/2,-x+1/2;-x+3/4,-z+3/4,-y+1/4;y+1/2,-z+1/2,-x;x+3/4,-z+1/4,y+3/4;-y,-z,x
211	I 4 3 2	I 4 3 2	I432	I 4 2 3	x,y,z;-y,x,z;-x,-y,z;y,-x,z;x,-y,-z;-y,-x,-z;-x,y,-z;y,x,-z;z,x,y;z,-y,x;z,-x,-y;z,y,-x;-z,x,-y;-z,-y,-x;-z,-x,y;-z,y,x;-x,z,y;y,z,x;x,z,-y;-y,z,-x;-x,-z,-y;y,-z,-x;x,-z,y;-y,-z,x;x+1/2,y+1/2,z+1/2;-y+1/2,x+1/2,z+1/2;-x+1/2,-y+1/2,z+1/2;y+1/2,-x+1/2,z+1/2;x+1/2,-y+1/2,-z+1/2;-y+1/2,-x+1/2,-z+1/2;-x+1/2,y+1/2,-z+1/2;y+1/2,x+1/2,-z+1/2;z+1/2,x+1/2,y+1/2;z+1/2,-y+1/2,x+1/2;z+1/2,-x+1/2,-y+1/2;z+1/2,y+1/2,-x+1/2;-z+1/2,x+1/2,-y+1/2;-z+1/2,-y+1/2,-x+1/2;-z+1/2,-x+1/2,y+1/2;-z+1/2,y+1/2,x+1/2;-x+1/2,z+1/2,y+1/2;y+1/2,z+1/2,x+1/2;x+1/2,z+1/2,-y+1/2;-y+1/2,z+1/2,-x+1/2;-x+1/2,-z+1/2,-y+1/2;y+1/2,-z+1/2,-x+1/2;x+1/2,-z+1/2,y+1/2;-y+1/2,-z+1/2,x+1/2
212	P 43 3 2	P 43 3 2	P4332	P 4acd 2ab 3	x,y,z;-y+3/4,x+1/4,z+3/4;-x+1/2,-y,z+1/2;y+3/4,-x+3/4,z+1/4;x+1/2,-y+1/2,-z;-y+1/4,-x+1/4,-z+1/4;-x,y+1/2,-z+1/2;y+1/4,x+3/4,-z+3/4;z,x,y;z+3/4,-y+3/4,x+1/4;z+1/2,-x+1/2,-y;z+1/4,y+3/4,-x+3/4;-z,x+1/2,-y+1/2;-z+1/4,-y+1/4,-x+1/4;-z+1/2,-x,y+1/2;-z+3/4,y+1/4,x+3/4;-x+3/4,z+1/4,y+3/4;y,z,x;x+1/4,z+3/4,-y+3/4;-y,z+1/2,-x+1/2;-x+1/4,-z+1/4,-y+1/4;y+1/2,-z+1/2,-x;x+3/4,-z+3/4,y+1/4;-y+1/2,-z,x+1/2
213	P 41 3 2	P 41 3 2	P4132	P 4bd 2ab 3	x,y,z;-y+1/4,x+3/4,z+1/4;-x+1/2,-y,z+1/2;y+1/4,-x+1/4,z+3/4;x+1/2,-y+1/2,-z;-y+3/4,-x+3/4,-z+3/4;-x,y+1/2,-z+1/2;y+3/4,x+1/4,-z+1/4;z,x,y;z+1/4,-y+1/4,x+3/4;z+1/2,-x+1/2,-y;z+3/4,y+1/4,-x+1/4;-z,x+1/2,-y+1/2;-z+3/4,-y+3/4,-x+3/4;-z+1/2,-x,y+1/2;-z+1/4,y+3/4,x+1/4;-x+1/4,z+3/4,y+1/4;y,z,x;x+3/4,z+1/4,-y+1/4;-y,z+1/2,-x+1/2;-x+3/4,-z+3/4,-y+3/4;y+1/2,-z+1/2,-x;x+1/4,-z+1/4,y+3/4;-y+1/2,-z,x+1/2
